field_1,MonitoringLocationIdentifier,lat,lon
"12012",21OHIO_WQX-U04Q06,41.277958,-83.164731
"12025",21OHIO_WQX-U04S25,41.206954,-83.164319
"10062",21OHIO_WQX-500820,41.3078,-83.1589
"26649",USGS-04198000,41.3078307,-83.1588088
"12024",21OHIO_WQX-U04S23,41.326953,-83.130219
"34211",USGS-410150083125701,41.0305472,-83.2157917
"12011",21OHIO_WQX-U04Q01,41.427547,-83.047461
"8641",21NYDECA_WQX-01041302B,42.568,-79.104
"26674",USGS-04213500,42.4634444,-78.9345278
"26673",USGS-04213470,42.4561728,-78.812809
"26672",USGS-04213453,42.4803399,-78.6828045
"26671",USGS-04213426,42.5141111,-78.5823889
"26683",USGS-04218000,43.0930556,-78.6361111
"26685",USGS-04219501,43.1623056,-79.0465556
"8664",21NYDECA_WQX-04010003,43.2272222,-77.6163889
"26708",USGS-04232006,43.2239508,-77.616113
"16542",EPA_REGION_2-24GEN01,43.22223,-77.61528
"16547",EPA_REGION_2-25GEN01,43.22223,-77.61528
"26707",USGS-04231600,43.1417222,-77.6163056
"26709",USGS-04232040,43.0541667,-77.4908333
"8714",21NYDECA_WQX-07011023,43.099,-76.424
"8713",21NYDECA_WQX-07010005,43.3980556,-76.4708333
"16550",EPA_REGION_2-25OSW01,43.45864,-76.51051
"16545",EPA_REGION_2-24OSW01,43.45864,-76.51051
"26808",USGS-04260500,43.9855556,-75.9247222
"8725",21NYDECA_WQX-08010001,44.0044444,-76.0452778
"26810",USGS-04263000,44.5994444,-75.3788889
"8743",21NYDECA_WQX-09051001,44.6902777,-75.4938888
"26813",USGS-04265446,44.9539382,-74.839082
"26818",USGS-04268000,44.8388889,-74.9788889
"8740",21NYDECA_WQX-09031081,44.5869444,-74.96
"8739",21NYDECA_WQX-09031003,44.97861,-74.73306
"26819",USGS-04268320,44.9786111,-74.717
"8733",21NYDECA_WQX-09021009,44.9244444,-74.7225
"26820",USGS-04269000,44.8636111,-74.7788889
"26821",USGS-04269505,44.9730833,-74.6655
"13101",21PA_WQX-WARREN3,41.8242,-79.1189
"13102",21PA_WQX-WARREN4,41.8244,-79.1189
"13103",21PA_WQX-WARREN6,41.8247,-79.1189
"13319",21PA_WQX-WQN0866,41.825,-79.1186
"25612",USGS-03012600,41.8245044,-79.1189322
"8647",21NYDECA_WQX-02010023,42.1566667,-78.7158333
"12704",21PA_WQX-EMLENTON5,41.205,-79.7169
"12703",21PA_WQX-EMLENTON4,41.205,-79.7167
"12702",21PA_WQX-EMLENTON3,41.2053,-79.7164
"25622",USGS-03026175,41.2642262,-79.8411645
"13320",21PA_WQX-WQN0867,41.2636,-79.8414
"12716",21PA_WQX-FRANK4,41.3889,-79.8197
"12545",21PA_WQX-ALOIL3,41.4078,-79.735
"13108",21PA_WQX-WHICK2,41.5697,-79.4061
"13303",21PA_WQX-WQN0805,41.57,-79.4056
"13109",21PA_WQX-WHICK4,41.5697,-79.405
"12549",21PA_WQX-ALTIDI3,41.6794,-79.4158
"12547",21PA_WQX-ALPARK3,41.1231,-79.6792
"13098",21PA_WQX-UTICA5,41.4394,-79.9569
"13097",21PA_WQX-UTICA1,41.4394,-79.9561
"25620",USGS-03024000,41.4375553,-79.9558912
"13315",21PA_WQX-WQN0846,41.5892,-80.15
"25619",USGS-03023330,41.589221,-80.1500603
"12722",21PA_WQX-FRENCH_SAEG,41.7072,-80.1456
"13322",21PA_WQX-WQN0869,41.7717,-80.1075
"13314",21PA_WQX-WQN0845,41.4019,-79.8317
"25621",USGS-03025490,41.4017246,-79.8314437
"12721",21PA_WQX-FRENCH5,41.3947,-79.8222
"25625",USGS-03030852,41.1297847,-79.5542134
"13313",21PA_WQX-WQN0843,41.1297,-79.5542
"25624",USGS-03030515,41.1700625,-79.4722678
"13308",21PA_WQX-WQN0821,41.17,-79.4725
"25623",USGS-03029500,41.3306189,-79.2089298
"13309",21PA_WQX-WQN0822,41.3314,-79.2086
"12625",21PA_WQX-CLARLOW3,41.1372,-79.6486
"13334",21PA_WQX-WQN0884,40.8125,-79.5225
"13302",21PA_WQX-WQN0803,41.1017,-79.6794
"12635",21PA_WQX-CONESALT3,40.4842,-79.4539
"25633",USGS-03044000,40.4545117,-79.3908724
"13305",21PA_WQX-WQN0810,40.4539,-79.3908
"12634",21PA_WQX-CONEMAUGH3,40.4561,-79.3944
"25632",USGS-03040000,40.2856305,-78.9205806
"12809",21PA_WQX-KISKIAPOLLO3,40.5894,-79.5675
"12810",21PA_WQX-KISKIAVON3,40.5339,-79.4658
"25636",USGS-03049652,40.5275679,-79.8472722
"25634",USGS-03049625,40.5645116,-79.7725485
"12890",21PA_WQX-MONOT5_13,39.7411,-79.9031
"25637",USGS-03063000,39.7270231,-79.9114471
"13278",21PA_WQX-WQN0701,40.4056,-79.8808
"13292",21PA_WQX-WQN0732,40.2753,-79.8883
"13279",21PA_WQX-WQN0702,40.1519,-79.9039
"12892",21PA_WQX-MONOT5_41,40.0225,-79.89
"12891",21PA_WQX-MONOT5_40,39.975,-80.0097
"13299",21PA_WQX-WQN0739,39.8531,-79.9267
"12893",21PA_WQX-MONOT5_78,39.7622,-79.9336
"12595",21PA_WQX-BUENA3,40.2767,-79.7961
"25669",USGS-03083500,40.2402222,-79.8066944
"13046",21PA_WQX-SUT1,40.24,-79.8064
"13047",21PA_WQX-SUT3,40.2408,-79.8047
"13049",21PA_WQX-SUT5,40.2411,-79.805
"13048",21PA_WQX-SUT4,40.2411,-79.805
"13280",21PA_WQX-WQN0706,40.2411,-79.8053
"13386",21PA_WQX-YOUGHWHIT3,40.1131,-79.7594
"13387",21PA_WQX-YOUG_77,40.0486,-79.6639
"12640",21PA_WQX-CONNELL3,40.0211,-79.5958
"12699",21PA_WQX-EC004,40.0175,-79.5928
"13385",21PA_WQX-YOUGHUP3,39.9742,-79.5817
"25690",USGS-03109670,40.6195088,-80.5897934
"13335",21PA_WQX-WQN0901,40.6192,-80.5906
"13336",21PA_WQX-WQN0902,40.5333,-80.1875
"25679",USGS-03099600,41.0183934,-80.4406228
"12852",21PA_WQX-MAHONING3,41.0175,-80.4378
"9465",21OHIO_WQX-301182,41.018485,-80.440505
"13345",21PA_WQX-WQN0915,41.0183,-80.4403
"10192",21OHIO_WQX-602300,41.0361,-80.5361
"11117",21OHIO_WQX-N03S51,41.03,-80.5192
"11094",21OHIO_WQX-N03K01,41.0314,-80.5292
"12854",21PA_WQX-MAHONUP3,41.0303,-80.5208
"11095",21OHIO_WQX-N03K04,41.0439,-80.5567
"11134",21OHIO_WQX-N03W28,41.0493,-80.5692
"10194",21OHIO_WQX-602320,41.0597,-80.5853
"11112",21OHIO_WQX-N03S18,41.0597,-80.5858
"11131",21OHIO_WQX-N03W21,41.0761,-80.6161
"34219",USGS-410447080371900,41.0797222,-80.6219444
"11118",21OHIO_WQX-N03S53,41.0939,-80.6397
"11096",21OHIO_WQX-N03K17,41.0922,-80.6381
"25676",USGS-03098600,41.1050581,-80.6625755
"11119",21OHIO_WQX-N03S54,41.1019,-80.6733
"11130",21OHIO_WQX-N03W20,41.105,-80.6638
"11097",21OHIO_WQX-N03K18,41.0942,-80.6464
"9463",21OHIO_WQX-301178,41.100442,-80.655875
"25672",USGS-03098000,41.1111691,-80.6728537
"11120",21OHIO_WQX-N03S55,41.1408,-80.7033
"11121",21OHIO_WQX-N03S56,41.1544,-80.7061
"9467",21OHIO_WQX-301184,40.963595,-80.382324
"12853",21PA_WQX-MAHONLOW3,40.9706,-80.3844
"9466",21OHIO_WQX-301183,40.970782,-80.384155
"14290",31ORWUNT_WQX-BR-5.3M,40.7633333,-80.3152778
"13338",21PA_WQX-WQN0905,40.7661,-80.3169
"13099",21PA_WQX-WAMPUM3,40.8883,-80.3356
"25684",USGS-03105500,40.8886739,-80.3370083
"13339",21PA_WQX-WQN0906,40.8889,-80.3367
"25693",USGS-03112510,40.0150732,-80.738694
"10350",21OHIO_WQX-C01S18,39.4067,-81.4319
"11841",21OHIO_WQX-R19S14,39.3717,-81.5047
"25716",USGS-03155000,39.0589686,-81.3895641
"11736",21OHIO_WQX-R10K04,40.2908,-81.8014
"10237",21OHIO_WQX-611790,40.2611,-81.6097
"11723",21OHIO_WQX-R10G02,40.359,-81.442
"11737",21OHIO_WQX-R10K10,40.3944,-81.3903
"11744",21OHIO_WQX-R10S16,40.386017,-81.395578
"10232",21OHIO_WQX-611710,40.4519,-81.4133
"11739",21OHIO_WQX-R10S03,40.4811,-81.4481
"11648",21OHIO_WQX-R05S16,40.5108,-81.4783
"11740",21OHIO_WQX-R10S04,40.4936,-81.4758
"11745",21OHIO_WQX-R10S20,40.5142,-81.4772
"11654",21OHIO_WQX-R06P01,40.6425,-81.4486
"11741",21OHIO_WQX-R10S06,40.5303,-81.43
"11746",21OHIO_WQX-R10W14,40.2814,-81.8611
"11734",21OHIO_WQX-R10K01,40.2817,-81.8619
"11735",21OHIO_WQX-R10K03,40.2939,-81.8378
"11742",21OHIO_WQX-R10S11,40.2856,-81.6844
"11743",21OHIO_WQX-R10S13,40.3261,-81.5117
"8861",21OHIO_WQX-200634,40.3658,-82.1575
"9130",21OHIO_WQX-300284,40.4127,-82.1786
"8862",21OHIO_WQX-200636,40.46598,-82.19437
"10186",21OHIO_WQX-601870,40.5222,-82.1958
"9131",21OHIO_WQX-300285,40.5846,-82.1907
"9132",21OHIO_WQX-300286,40.6029,-82.2481
"14298",31ORWUNT_WQX-MU-5.8M,39.4702778,-81.4911111
"10185",21OHIO_WQX-601860,39.652599,-81.862009
"11788",21OHIO_WQX-R16S41,39.6764,-81.8869
"10184",21OHIO_WQX-601810,40.1878,-81.8881
"10234",21OHIO_WQX-611740,40.2361,-81.8717
"11747",21OHIO_WQX-R11W01,40.2415,-81.8726
"11748",21OHIO_WQX-R11W04,40.2117,-81.8781
"10182",21OHIO_WQX-601770,40.0592,-82.3397
"11761",21OHIO_WQX-R14P01,40.0508,-82.3967
"25724",USGS-03185400,37.9551128,-81.0764884
"32666",USGS-375114081041701,37.8540036,-81.0712086
"32650",USGS-374651080540301,37.7809513,-80.9006457
"32628",USGS-374513080545501,37.7537294,-80.9150902
"32614",USGS-374256080533001,37.7156744,-80.8914773
"10177",21OHIO_WQX-601340,39.6328,-82.9625
"12247",21OHIO_WQX-V07W45,39.6715,-82.9908
"10155",21OHIO_WQX-600900,39.7742,-83.0075
"10151",21OHIO_WQX-600810,39.8325,-83.0083
"12246",21OHIO_WQX-V07W17,39.8908,-83.0079
"10154",21OHIO_WQX-600870,39.9167,-83.0097
"10153",21OHIO_WQX-600840,39.9681,-83.035
"9439",21OHIO_WQX-301113,40.288569,-83.159502
"10173",21OHIO_WQX-601280,40.4194,-83.1972
"12127",21OHIO_WQX-V03S06,40.1167,-83.1125
"12126",21OHIO_WQX-V03P32,40.0119,-83.0911
"10156",21OHIO_WQX-600910,39.7194,-83.0125
"14327",31ORWUNT_WQX-SC15.0M,38.8811111,-83.0175
"12421",21OHIO_WQX-V15K02,38.8811,-83.0178
"12429",21OHIO_WQX-V15S16,39.1064,-82.98
"12422",21OHIO_WQX-V15K07,39.1381,-82.8911
"12425",21OHIO_WQX-V15P11,39.145,-82.9017
"10150",21OHIO_WQX-600770,39.2122,-82.8647
"25735",USGS-03234500,39.2122893,-82.8637854
"10157",21OHIO_WQX-600920,39.3056,-82.9203
"10159",21OHIO_WQX-600940,39.4728,-82.9961
"12239",21OHIO_WQX-V07S58,39.5039,-82.9833
"12203",21OHIO_WQX-V07K01,39.5569,-82.9953
"10160",21OHIO_WQX-600960,39.6014,-82.9553
"12240",21OHIO_WQX-V07S62,39.5697,-82.9642
"10163",21OHIO_WQX-601000,39.0722,-83.0056
"12408",21OHIO_WQX-V13S09,39.3256,-82.9397
"10149",21OHIO_WQX-600760,39.3419,-82.9742
"12411",21OHIO_WQX-V13W01,39.339,-82.9433
"9562",21OHIO_WQX-301543,39.412572,-82.986273
"10601",21OHIO_WQX-H05K01,39.7731,-84.1914
"10135",21OHIO_WQX-600310,39.789302,-84.189785
"10623",21OHIO_WQX-H05S18,39.8083,-84.1511
"10629",21OHIO_WQX-H05W32,39.8203,-84.1564
"10127",21OHIO_WQX-600080,39.8728,-84.1642
"33686",USGS-395457084095100,39.91589,-84.1641075
"10617",21OHIO_WQX-H05S02,39.9158,-84.1642
"10624",21OHIO_WQX-H05S19,39.9583,-84.1403
"10618",21OHIO_WQX-H05S03,39.9678,-84.1667
"10619",21OHIO_WQX-H05S04,40.0114,-84.1828
"10620",21OHIO_WQX-H05S05,40.0306,-84.1875
"9209",21OHIO_WQX-300636,40.041522,-84.201803
"10128",21OHIO_WQX-600090,40.0778,-84.2167
"10583",21OHIO_WQX-H02S01,40.1081,-84.2314
"10588",21OHIO_WQX-H02S19,40.1319,-84.2356
"8943",21OHIO_WQX-201922,40.1736,-84.2572
"10597",21OHIO_WQX-H02W39,40.189,-84.2337
"10595",21OHIO_WQX-H02W20,40.2241,-84.2048
"10596",21OHIO_WQX-H02W27,40.2658,-84.1681
"10582",21OHIO_WQX-H02P12,40.2869,-84.15
"10523",21OHIO_WQX-H01K03,40.3187,-84.0152
"10220",21OHIO_WQX-610020,40.3353,-84.04
"10563",21OHIO_WQX-H01W05,40.3031,-83.9697
"10558",21OHIO_WQX-H01S18,40.3082,-83.9742
"9258",21OHIO_WQX-300708,40.321,-83.928
"10559",21OHIO_WQX-H01S20,40.3128,-83.9272
"10223",21OHIO_WQX-610070,39.1392,-84.805
"10866",21OHIO_WQX-H11W55,39.2097,-84.6972
"10861",21OHIO_WQX-H11W20,39.2161,-84.7035
"10858",21OHIO_WQX-H11S29,39.2628,-84.6956
"25756",USGS-03274600,39.2631119,-84.6677253
"10865",21OHIO_WQX-H11W54,39.2856,-84.6547
"25755",USGS-03274500,39.3042228,-84.643003
"10860",21OHIO_WQX-H11W14,39.3033,-84.6431
"25754",USGS-03274060,39.3176222,-84.6062944
"10864",21OHIO_WQX-H11W51,39.3172,-84.6083
"8937",21OHIO_WQX-201879,39.3403,-84.5928
"8939",21OHIO_WQX-201883,39.4189,-84.5497
"10859",21OHIO_WQX-H11S31,39.4125,-84.5564
"10137",21OHIO_WQX-600330,39.4814,-84.4428
"10799",21OHIO_WQX-H09W79,39.4739,-84.4256
"10765",21OHIO_WQX-H09K02,39.444144,-84.446155
"8941",21OHIO_WQX-201888,39.4558,-84.4317
"10782",21OHIO_WQX-H09S30,39.5447,-84.3486
"10797",21OHIO_WQX-H09W77,39.5467,-84.3408
"10767",21OHIO_WQX-H09K07,39.5575,-84.3231
"10783",21OHIO_WQX-H09S31,39.5631,-84.305
"10793",21OHIO_WQX-H09W68,39.5875,-84.2883
"10781",21OHIO_WQX-H09S13,39.6406,-84.2922
"25751",USGS-03271510,39.6372806,-84.2924416
"25750",USGS-03271500,39.6445028,-84.2896639
"10124",21OHIO_WQX-600050,39.611,-84.2907
"10784",21OHIO_WQX-H09S32,39.623957,-84.298266
"8942",21OHIO_WQX-201902,39.6675,-84.2661
"10796",21OHIO_WQX-H09W75,39.6575,-84.2783
"10770",21OHIO_WQX-H09K19,39.73,-84.2086
"10792",21OHIO_WQX-H09W67,39.7311,-84.2158
"9580",21OHIO_WQX-301633,39.702087,-84.23532
"10795",21OHIO_WQX-H09W73,39.7161,-84.2283
"10768",21OHIO_WQX-H09K15,39.6897,-84.2544
"10769",21OHIO_WQX-H09K16,39.6806,-84.2436
"10790",21OHIO_WQX-H09W56,39.6805,-84.2483
"10786",21OHIO_WQX-H09W02,39.74,-84.1933
"10787",21OHIO_WQX-H09W28,39.5399,-84.3841
"25753",USGS-03274000,39.3911674,-84.572169
"10133",21OHIO_WQX-600270,39.3911,-84.5722
"10863",21OHIO_WQX-H11W47,39.4094,-84.5589
"8938",21OHIO_WQX-201881,39.3558,-84.5869
"10846",21OHIO_WQX-H11K18,39.3644,-84.5761
"33393",USGS-392246084340100,39.3795009,-84.566891
"10862",21OHIO_WQX-H11W35,39.3718,-84.5702
"8940",21OHIO_WQX-201886,39.4319,-84.4706
"10224",21OHIO_WQX-610090,39.4293,-84.4764
"10123",21OHIO_WQX-600040,39.5201,-84.4126
"10798",21OHIO_WQX-H09W78,39.5015,-84.4192
"10764",21OHIO_WQX-H09G01,39.5042,-84.4176
"9315",21OHIO_WQX-300940,39.505763,-84.41722
"10766",21OHIO_WQX-H09K04,39.4925,-84.4364
"10126",21OHIO_WQX-600070,39.6744,-84.2617
"10222",21OHIO_WQX-610060,39.7633,-84.2021
"14312",31ORWUNT_WQX-OR502.2M,39.0730556,-84.6252778
"25744",USGS-03254520,38.9203417,-84.4479955
"7338",21KY_WQX-PRI111,38.789636,-84.36761
"25743",USGS-03254000,38.7895125,-84.3513258
"7258",21KY_WQX-LRW001,39.0631,-84.495422
"14296",31ORWUNT_WQX-LR-4.5M,39.0513889,-84.495
"25800",USGS-03282250,37.6986936,-83.9754797
"25789",USGS-03282000,37.555364,-83.7682513
"7299",21KY_WQX-PRI058,37.846751,-84.081753
"7306",21KY_WQX-PRI066,38.445126,-84.957282
"25837",USGS-03290500,38.4389565,-84.9632844
"7257",21KY_WQX-KRW042,38.17066,-84.87386
"25826",USGS-03287500,38.2017388,-84.8816171
"25824",USGS-03287248,38.0409083,-84.8463381
"25820",USGS-03286500,37.8292447,-84.723835
"25821",USGS-03286510,37.8606335,-84.7018897
"7307",21KY_WQX-PRI067,37.820085,-84.705092
"25815",USGS-03284600,37.7695235,-84.617442
"25812",USGS-03284225,37.8470235,-84.4354914
"25806",USGS-03283815,37.8611907,-84.1610391
"25843",USGS-03291600,38.6800624,-85.1880093
"25828",USGS-03287575,38.3159038,-84.8535607
"7341",21KY_WQX-PRI114,38.2923,-84.879397
"7331",21KY_WQX-PRI103,37.182442,-86.610402
"7309",21KY_WQX-PRI072,37.170705,-86.620494
"7296",21KY_WQX-PRI055,37.452963,-87.104537
"25859",USGS-03321230,37.5892117,-87.4044463
"25860",USGS-03321500,37.8583774,-87.4097294
"16695",IL_EPA_WQX-B-06,39.11008,-87.65501
"14330",31ORWUNT_WQX-WA32.5M,37.9441667,-88.0361111
"25878",USGS-03351000,39.9105949,-86.1055423
"25877",USGS-03348200,40.1422611,-85.8627582
"33877",USGS-400706085365401,40.118376,-85.6149753
"33909",USGS-401109085274200,40.1858768,-85.4616389
"33891",USGS-400909085195401,40.1525441,-85.3316364
"25889",USGS-03354000,39.4975477,-86.4005495
"32922",USGS-383829087142101,38.6414371,-87.2391799
"33046",USGS-385234087071801,38.8761577,-87.1216775
"33273",USGS-391219086515701,39.205322,-86.8658405
"25902",USGS-03374100,38.4897695,-87.5500227
"33275",USGS-391233085554201,39.2092182,-85.9283249
"33031",USGS-385114086063301,38.8539424,-86.1091482
"33207",USGS-390506085513701,39.0850524,-85.8602589
"25900",USGS-03373500,38.6669957,-86.791943
"25898",USGS-03371500,38.7703303,-86.4097115
"32856",USGS-383216087063501,38.5378277,-87.1097298
"7274",21KY_WQX-PRI009,36.83565,-84.340219
"7272",21KY_WQX-PRI007,36.688769,-85.567046
"20713",TDECWR_WQX-TNW000001579,36.56038,-85.51012
"20595",TDECWR_WQX-TNW000001087,36.18611,-85.905
"25918",USGS-03425000,36.24811,-85.9552652
"22015",TDECWR_WQX-TNW000006040,36.18638,-86.63357
"20905",TDECWR_WQX-TNW000002136,35.94215,-86.37749
"25953",USGS-03438500,37.1486666,-88.3992047
"14291",31ORWUNT_WQX-CR16.0M,37.1855556,-88.2394444
"32535",USGS-371135089024000,37.1931076,-89.0445148
"32534",USGS-3711250884950,37.1903314,-88.8306146
"32501",USGS-370750088404000,37.1306105,-88.6778288
"32492",USGS-370335088301500,37.0597794,-88.5042109
"21897",TDECWR_WQX-TNW000005550,36.5095,-82.5242
"21896",TDECWR_WQX-TNW000005548,36.5111,-82.5375
"21894",TDECWR_WQX-TNW000005543,36.55,-82.5917
"21895",TDECWR_WQX-TNW000005544,36.55052,-82.58134
"21199",TDECWR_WQX-TNW000003017,35.9853,-83.8578
"26009",USGS-03495500,36.0156395,-83.8315703
"21200",TDECWR_WQX-TNW000003022,36.1686,-83.5042
"21201",TDECWR_WQX-TNW000003041,36.516,-82.7236
"26007",USGS-03490500,36.472041,-82.8471068
"25968",USGS-03453500,35.7863889,-82.6608333
"25962",USGS-03451500,35.6088889,-82.5780556
"25958",USGS-0344776625,35.4531696,-82.5498444
"25971",USGS-03455000,35.9815139,-83.1612083
"20943",TDECWR_WQX-TNW000002285,35.9828,-83.16067
"20944",TDECWR_WQX-TNW000002287,35.9208,-82.9597
"25989",USGS-03470500,35.9584189,-83.7737888
"20941",TDECWR_WQX-TNW000002272,35.9528,-83.81
"21597",TDECWR_WQX-TNW000004482,36.1297,-83.2194
"25987",USGS-03467609,36.1263375,-83.1753042
"21598",TDECWR_WQX-TNW000004491,36.1226,-83.1253
"21599",TDECWR_WQX-TNW000004492,36.10252,-83.05934
"21600",TDECWR_WQX-TNW000004494,36.07217,-82.92347
"20308",TDECDOE_WQX-CLINC078.7AN,36.22198,-84.09124
"20634",TDECWR_WQX-TNW000001280,36.215,-84.0831
"20300",TDECDOE_WQX-CLINC010.0RO,35.92186,-84.42942
"20303",TDECDOE_WQX-CLINC019.7RO,35.9002,-84.35049
"26041",USGS-03535912,35.8853552,-84.3007558
"20302",TDECDOE_WQX-CLINC017.9RO,35.89809,-84.3738
"20307",TDECDOE_WQX-CLINC052.6AN,36.06304,-84.1963
"20306",TDECDOE_WQX-CLINC048.7AN,36.02467,-84.16772
"20304",TDECDOE_WQX-CLINC035.5AN,35.93416,-84.23543
"21187",TDECWR_WQX-TNW000002976,35.1881,-84.5004
"21188",TDECWR_WQX-TNW000002981,35.17031,-84.36784
"21185",TDECWR_WQX-TNW000002971,35.22883,-84.70776
"21857",TDECWR_WQX-TNW000005440,35.2286,-84.707
"20341",TDECWR_WQX-TNW000000064,35.2286,-84.70636
"21186",TDECWR_WQX-TNW000002975,35.23927,-84.56241
"21189",TDECWR_WQX-TNW000002983,35.16752,-84.31766
"26087",USGS-03574680,34.493147,-86.517767
"26098",USGS-03575490,34.5684247,-86.5583244
"20914",TDECWR_WQX-TNW000002168,35.09901,-86.7424
"20915",TDECWR_WQX-TNW000002170,35.1347,-86.5403
"20916",TDECWR_WQX-TNW000002177,35.19194,-86.28083
"20913",TDECWR_WQX-TNW000002166,35.014153,-86.99465
"26113",USGS-03584600,35.0142361,-86.9946574
"20778",TDECWR_WQX-TNW000001872,35.5692,-86.96764
"20024",R4ATHENS_WQX-17-0248-DR156,35.57105,-86.87135
"19988",R4ATHENS_WQX-17-0044-DR156,35.57097,-86.87128
"19989",R4ATHENS_WQX-17-0044-DR179,35.5858,-86.7874
"20025",R4ATHENS_WQX-17-0248-DR179,35.58575,-86.78688
"26135",USGS-03599250,35.5861816,-86.7863883
"22359",TDECWR_WQX-TNW000007830,35.58622,-86.7865
"20776",TDECWR_WQX-TNW000001864,35.69444,-87.22082
"20777",TDECWR_WQX-TNW000001865,35.67224,-87.13364
"19986",R4ATHENS_WQX-17-0044-DR125D,35.6622,-87.09347
"19985",R4ATHENS_WQX-17-0044-DR125,35.6622,-87.09347
"20022",R4ATHENS_WQX-17-0248-DR125,35.66267,-87.09348
"19987",R4ATHENS_WQX-17-0044-DR133,35.6181,-87.026
"20023",R4ATHENS_WQX-17-0248-DR133,35.6179,-87.02598
"26137",USGS-03599482,35.6261824,-87.0202827
"26141",USGS-03603000,35.9300634,-87.7430786
"20775",TDECWR_WQX-TNW000001861,35.78492,-87.5237
"26145",USGS-03604000,35.495906,-87.8328037
"20521",TDECWR_WQX-TNW000000776,35.45778,-87.77583
"26149",USGS-03609750,37.037835,-88.5294898
"26993",USGS-05261000,46.1805222,-94.3658366
"26983",USGS-05227500,46.5405128,-93.7074712
"26984",USGS-05242300,46.377744,-94.1833279
"26982",USGS-05221060,46.6510664,-93.6127422
"27044",USGS-05288500,45.1266318,-93.2968947
"27031",USGS-05283500,45.1916317,-93.394676
"27152",USGS-05331555,44.8394444,-93.0105556
"27068",USGS-05314740,44.6196815,-95.1777793
"27067",USGS-05314560,44.7316245,-95.4208468
"35521",USIOUX_WQX-MN R 2,44.75228,-95.49119
"35523",USIOUX_WQX-MN R 3,44.75098,-95.4867
"35520",USIOUX_WQX-MN R 1,44.7669886,-95.5159643
"35522",USIOUX_WQX-MN R 266,44.7839,-95.52203
"27058",USGS-05311000,44.9332903,-95.7336374
"27134",USGS-05325300,44.3071887,-93.9599582
"27131",USGS-05325000,44.1688553,-94.0032886
"27132",USGS-05325050,44.1913555,-94.0096779
"27105",USGS-05317500,44.1999657,-94.1935726
"27099",USGS-05316760,44.3619068,-94.4974758
"27098",USGS-05316685,44.4335731,-94.7172079
"27097",USGS-05316582,44.5396944,-94.9849444
"17179",LSIOUX_WQX-202,44.53949,-94.98384
"27095",USGS-05316578,44.54275,-95.0165278
"27096",USGS-05316580,44.5460717,-94.9963838
"17178",LSIOUX_WQX-201,44.54235,-95.01431
"27145",USGS-05330000,44.6930184,-93.641902
"27141",USGS-05326450,44.5294083,-93.9007992
"27180",USGS-05337082,45.826898,-92.7657601
"27171",USGS-05335551,45.9513375,-92.5557527
"20277",STCROIX_WQX-25,46.0752,-92.2474
"27163",USGS-05333500,46.0761111,-92.2466667
"27158",USGS-05331775,46.1166092,-92.1315786
"27232",USGS-05341510,45.1233002,-92.7454838
"27221",USGS-0534055950,45.2857778,-92.7630833
"27217",USGS-0534055210,45.3556389,-92.7031667
"27214",USGS-05340540,45.3819444,-92.6752778
"27206",USGS-05340200,45.5671824,-92.8588249
"27207",USGS-05340250,45.568,-92.7890833
"27204",USGS-05339760,45.6193889,-92.8869722
"27202",USGS-05339015,45.7566216,-92.7938185
"27199",USGS-05338650,45.7732879,-92.7807621
"27222",USGS-05340600,45.2027444,-92.7654864
"27212",USGS-05340420,45.5369038,-92.724378
"27248",USGS-05344490,44.7491343,-92.8046473
"27244",USGS-05341820,44.8321898,-92.7696468
"575",11NPSWRD_WQX-EFMO_EMTC_MRLD9,43.2145,-91.0986944
"27324",USGS-05412500,42.7399884,-91.261799
"27346",USGS-05418720,42.1638611,-90.3350833
"27345",USGS-05418600,42.101271,-90.5178815
"27344",USGS-05418500,42.0833532,-90.6329124
"16447",EPA_R7_WQX-BR18,42.084143,-90.631909
"16794",IL_EPA_WQX-L-04,41.19111,-91.0593
"16796",IL_EPA_WQX-M-02,41.5192,-90.56695
"16465",EPA_R7_WQX-BR37,41.477865,-90.605146
"27354",USGS-05421000,42.463598,-91.8951722
"27356",USGS-05421740,42.0833386,-91.2673818
"16467",EPA_R7_WQX-BR39,40.752882,-91.275457
"27469",USGS-05458150,42.8476449,-92.520907
"27466",USGS-05457700,43.0621946,-92.6738835
"27465",USGS-05457520,43.2537222,-92.8120278
"27464",USGS-05457470,43.3714672,-92.9361684
"27463",USGS-05457200,43.5142222,-93.0028611
"27470",USGS-05458500,42.6483155,-92.4651859
"27477",USGS-05462000,42.7119245,-92.5829664
"27473",USGS-05458900,42.6294261,-92.543522
"27497",USGS-05464420,42.0691635,-91.7851803
"27494",USGS-05464302,42.2930474,-92.0596246
"27486",USGS-05464020,42.4158223,-92.2187937
"27500",USGS-05464480,42.0116655,-91.704903
"27496",USGS-0546431750,42.1867439,-91.8722617
"27495",USGS-05464315,42.1708283,-92.0237917
"27480",USGS-05463050,42.5375676,-92.4434929
"27510",USGS-05465000,41.4091918,-91.2904335
"27508",USGS-05464935,41.4589146,-91.2112657
"27505",USGS-05464765,41.9260603,-91.5510368
"27452",USGS-05453100,41.8127257,-92.064792
"27446",USGS-05451765,41.9771944,-92.6436417
"27442",USGS-05451750,41.9854972,-92.6988111
"27440",USGS-05451490,42.060821,-92.919922
"27441",USGS-05451500,42.065821,-92.9076997
