"","MonitoringLocationIdentifier","lat","lon"
"2110","21FLCEN_WQX-G4CE0194",27.709852,-81.444534
"2111","21FLCEN_WQX-G4CE0201",28.420496,-81.217677
"2112","21FLCEN_WQX-G5CE0017",29.29698,-81.07542
"2113","21FLCEN_WQX-G5CE0022",29.08398,-81.06463
"2114","21FLCEN_WQX-G5CE0043",28.01573,-80.59665
"2115","21FLCEN_WQX-G5CE0048",28.01609,-80.59939
"2116","21FLCEN_WQX-G5CE0071",28.16664,-80.64487
"2117","21FLCEN_WQX-G5CE0084",29.30639,-81.10303
"2118","21FLCEN_WQX-G5CE0088",28.1257186,-80.625513
"2119","21FLCEN_WQX-G5CE0091",29.07686,-80.98669
"2120","21FLCEN_WQX-G5CE0094",29.0729,-81.06923
"2121","21FLCEN_WQX-G5CE0095",28.9922092,-80.9013659
"2122","21FLCEN_WQX-G5CE0112",28.5349444,-80.8021389
"2123","21FLCEN_WQX-G5CE0121",28.938607,-81.081004
"2124","21FLCEN_WQX-G5CE0128",28.015917,-80.59984
"2125","21FLCEN_WQX-G5CE0129",29.081975,-81.054695
"2126","21FLCMP_WQX-32010088",30.5238,-86.5
"2127","21FLCOAB_WQX-COAB10",30.329066,-81.402233
"2128","21FLCOAB_WQX-COAB11",30.335464,-81.403454
"2129","21FLCOAB_WQX-COAB12",30.349094,-81.410597
"2130","21FLCOBS_WQX-CBS 11",26.3403117,-81.7710197
"2131","21FLCOBS_WQX-CBS 13",26.3381363,-81.7880446
"2132","21FLCOBS_WQX-CBS 18",26.3427786,-81.7787481
"2133","21FLCOBS_WQX-CBS 19",26.3359797,-81.7605336
"2134","21FLCOBS_WQX-CBS 23",26.3359389,-81.7502222
"2135","21FLCOBS_WQX-CBS 24",26.3324639,-81.7708028
"2136","21FLCOBS_WQX-CBS 25",26.3331733,-81.8421491
"2137","21FLCOLL_WQX-IMKFSHCK",26.43337,-81.4626
"2138","21FLCOSP_WQX-39-02",27.764778,-82.720117
"2139","21FLCOSP_WQX-45-03",27.759306,-82.681417
"2140","21FLCOSP_WQX-46-03",27.748528,-82.688333
"2141","21FLCOSP_WQX-51-02",27.717703,-82.642009
"2142","21FLCOSP_WQX-GC-01",27.7812,-82.743765
"2143","21FLEECO_WQX-16-18GR",26.681925,-81.910913
"2144","21FLEECO_WQX-16-3GR",26.659968,-81.897703
"2145","21FLEECO_WQX-18-6GR",26.691442,-81.858878
"2146","21FLEECO_WQX-20-29GR",26.755381,-81.851405
"2147","21FLEECO_WQX-20-9GR",26.704175,-81.844789
"2148","21FLEECO_WQX-20A-11GR",26.708698,-81.839719
"2149","21FLEECO_WQX-20A-19GR",26.734018,-81.843601
"2150","21FLEECO_WQX-21-7GR",26.715281,-81.828997
"2151","21FLEECO_WQX-22-18GR",26.74263,-81.81866
"2152","21FLEECO_WQX-22-7GR",26.715253,-81.821958
"2153","21FLEECO_WQX-23-27GR",26.755464,-81.809495
"2154","21FLEECO_WQX-23-5GR",26.715748,-81.808624
"2155","21FLEECO_WQX-24-19GR",26.746092,-81.795403
"2156","21FLEECO_WQX-24-24GR",26.751706,-81.793436
"2157","21FLEECO_WQX-24-7GR",26.715065,-81.799786
"2158","21FLEECO_WQX-25-GR20",26.714956,-81.780001
"2159","21FLEECO_WQX-26-GR20",26.718929,-81.765178
"2160","21FLEECO_WQX-27O-GR20",26.740298,-81.755697
"2161","21FLEECO_WQX-28-5GR",26.727214,-81.719056
"2162","21FLEECO_WQX-29-8GR",26.730658,-81.701564
"2163","21FLEECO_WQX-37-15GR",26.697939,-81.595451
"2164","21FLEECO_WQX-37-4GR",26.708828,-81.599338
"2165","21FLEECO_WQX-38-3GR",26.715142,-81.672561
"2166","21FLEECO_WQX-40-18GR",26.670333,-81.731972
"2167","21FLEECO_WQX-46B-9GR",26.475382,-81.836718
"2168","21FLEECO_WQX-46B-L6GR",26.459108,-81.826545
"2169","21FLEECO_WQX-47A-15GR",26.435017,-81.81045
"2170","21FLEECO_WQX-47A-28GR",26.445051,-81.788494
"2171","21FLEECO_WQX-47A-40GR",26.493622,-81.726688
"2172","21FLEECO_WQX-47A-4GR",26.440084,-81.827842
"2173","21FLEECO_WQX-47B-11GR",26.409601,-81.811374
"2174","21FLEECO_WQX-48-10GR",26.368195,-81.820394
"2175","21FLEECO_WQX-48-15GR",26.365087,-81.807608
"2176","21FLEECO_WQX-BILLGR20",26.654238,-81.840397
"2177","21FLEECO_WQX-BILLGR60",26.665215,-81.812236
"2178","21FLEECO_WQX-BURNTS",26.743456,-82.054728
"2179","21FLEECO_WQX-CFMBILLY1",26.65073,-81.85287
"2180","21FLEECO_WQX-CFMBILLY3",26.654,-81.83355
"2181","21FLEECO_WQX-CFMBILLY4",26.65563,-81.83437
"2182","21FLEECO_WQX-CFMBILLY6",26.6498,-81.84773
"2183","21FLEECO_WQX-CFMBROADWAY",26.64585,-81.8718
"2184","21FLEECO_WQX-CFMMANUEL",26.62708,-81.88003
"2185","21FLEECO_WQX-CRNEP_RSAD65232",26.5972,-81.92294
"2186","21FLEECO_WQX-CRNEP_RSAD65233",26.68336,-81.83759
"2187","21FLEECO_WQX-CRNEP_RSAD65234",26.52007,-81.98366
"2188","21FLEECO_WQX-CRNEP_RSAD65235",26.66663,-81.85788
"2189","21FLEECO_WQX-CRNEP_RSAD65236",26.64821,-81.88262
"2190","21FLEECO_WQX-CRNEP_RSAD67220",26.67576,-81.8429
"2191","21FLEECO_WQX-CRNEP_RSAD67221",26.56542,-81.93279
"2192","21FLEECO_WQX-CRNEP_RSAD67223",26.52334,-81.97632
"2193","21FLEECO_WQX-CRNEP_RSAD67225",26.68444,-81.84071
"2194","21FLEECO_WQX-CRNEP_RSAD67226",26.64382,-81.89651
"2195","21FLEECO_WQX-CRNEP_RSAD70186",26.53727,-81.96423
"2196","21FLEECO_WQX-CRNEP_RSAD70187",26.66064,-81.87134
"2197","21FLEECO_WQX-CRNEP_RSAD70188",26.53522,-81.94569
"2198","21FLEECO_WQX-CRNEP_RSAD70190",26.68294,-81.83462
"2199","21FLEECO_WQX-CRNEP_RSAD70191",26.6934,-81.82963
"2200","21FLEECO_WQX-CRNEP_RSAD72666",26.52992,-81.97632
"2201","21FLEECO_WQX-CRNEP_RSAD72668",26.69526,-81.80822
"2202","21FLEECO_WQX-CRNEP_RSAD72670",26.70455,-81.78248
"2203","21FLEECO_WQX-CRNEP_RSAD72671",26.70027,-81.78841
"2204","21FLEECO_WQX-CRNEP_RSAD72673",26.60296,-81.91206
"2205","21FLEECO_WQX-CRNEP_RSAD75014",26.5693455,-81.9187124
"2206","21FLEECO_WQX-CRNEP_RSAD75017",26.57551,-81.91256
"2207","21FLEECO_WQX-CRNEP_RSAD75018",26.61096,-81.91039
"2208","21FLEECO_WQX-CRNEP_RSAD75019",26.54889,-81.92636
"2209","21FLEECO_WQX-CRNEP_RSAD78274",26.59899,-81.89672
"2210","21FLEECO_WQX-CRNEP_RSAD78275",26.52789,-81.98835
"2211","21FLEECO_WQX-CRNEP_RSAD78276",26.51756,-82.01456
"2212","21FLEECO_WQX-CRNEP_RSAD78277",26.58891,-81.9155
"2213","21FLEECO_WQX-CRNEP_RSAD78278",26.67321,-81.85009
"2214","21FLEECO_WQX-CRNEP_RSAD80956",26.68503,-81.83496
"2215","21FLEECO_WQX-CRNEP_RSAD80958",26.67299,-81.86303
"2216","21FLEECO_WQX-CRNEP_RSAD80959",26.64644,-81.87231
"2217","21FLEECO_WQX-CRNEP_RSAD80961",26.54338,-81.93085
"2218","21FLEECO_WQX-CRNEP_RSAD83924",26.53961,-81.9703
"2219","21FLEECO_WQX-CRNEP_RSAD83925",26.54602,-81.93414
"2220","21FLEECO_WQX-CRNEP_RSAD83926",26.62362,-81.9094
"2221","21FLEECO_WQX-CRNEP_RSAD83927",26.71321,-81.76806
"2222","21FLEECO_WQX-CRNEP_RSAD83928",26.52076,-81.99374
"2223","21FLEECO_WQX-CRNEP_RSAD86894",26.56824,-81.91611
"2224","21FLEECO_WQX-CRNEP_RSAD86895",26.69138,-81.83259
"2225","21FLEECO_WQX-CRNEP_RSAD86896",26.66579,-81.87284
"2226","21FLEECO_WQX-CRNEP_RSAD86897",26.51802,-81.98287
"2227","21FLEECO_WQX-CRNEP_RSAD86898",26.6332,-81.90166
"2228","21FLEECO_WQX-CRNEP_RSAD88735",26.67649,-81.83965
"2229","21FLEECO_WQX-CRNEP_RSAD88736",26.58213,-81.91319
"2230","21FLEECO_WQX-CRNEP_RSAD88737",26.68923,-81.83251
"2231","21FLEECO_WQX-CRNEP_RSAD88738",26.60853,-81.90572
"2232","21FLEECO_WQX-CRNEP_RSAD88739",26.65623,-81.8597
"2233","21FLEECO_WQX-CRNEP_RSAD91632",26.63801,-81.8957
"2234","21FLEECO_WQX-CRNEP_RSAD91634",26.67253,-81.84454
"2235","21FLEECO_WQX-CRNEP_RSAD91635",26.63258,-81.90533
"2236","21FLEECO_WQX-CRNEP_RSAD91636",26.65832,-81.86925
"2237","21FLEECO_WQX-CRNEP_RSAD91638",26.68371,-81.82773
"2238","21FLEECO_WQX-CRNEP_RSAD94069",26.51998,-81.96866
"2239","21FLEECO_WQX-CRNEP_RSAD94070",26.69158,-81.83739
"2240","21FLEECO_WQX-CRNEP_RSAD94071",26.59913,-81.91533
"2241","21FLEECO_WQX-CRNEP_RSAD94072",26.59151,-81.92414
"2242","21FLEECO_WQX-CRNEP_RSAD94073",26.55023,-81.92762
"2243","21FLEECO_WQX-CRNEP_RSAD97299",26.56943,-81.91237
"2244","21FLEECO_WQX-CRNEP_RSAD97300",26.62371,-81.89892
"2245","21FLEECO_WQX-CRNEP_RSAD97301",26.58734,-81.92336
"2246","21FLEECO_WQX-CRNEP_RSAD97302",26.62466,-81.9129
"2247","21FLEECO_WQX-CRNEP_RSAD97303",26.55627,-81.94113
"2248","21FLEECO_WQX-CRNEP_RSAE01206",26.70143,-81.78862
"2249","21FLEECO_WQX-CRNEP_RSAE01208",26.68713,-81.83579
"2250","21FLEECO_WQX-CRNEP_RSAE01209",26.68987,-81.83256
"2251","21FLEECO_WQX-CRNEP_RSAE01210",26.62028,-81.88927
"2252","21FLEECO_WQX-CRNEP_RSAE01211",26.64456,-81.88797
"2253","21FLEECO_WQX-CRNEP_RSAE04058",26.62563,-81.89108
"2254","21FLEECO_WQX-CRNEP_RSAE04060",26.53064,-81.94759
"2255","21FLEECO_WQX-CRNEP_RSAE04061",26.57667,-81.923
"2256","21FLEECO_WQX-CRNEP_RSAE04063",26.65313,-81.87661
"2257","21FLEECO_WQX-CRNEP_RSAE04064",26.68808,-81.81728
"2258","21FLEECO_WQX-CRNEP_RSAE06806",26.54505,-81.93266
"2259","21FLEECO_WQX-CRNEP_RSAE06807",26.60328,-81.90523
"2260","21FLEECO_WQX-CRNEP_RSAE06809",26.5571,-81.92297
"2261","21FLEECO_WQX-CRNEP_RSAE06810",26.58863,-81.93623
"2262","21FLEECO_WQX-CRNEP_RSAE06811",26.6851,-81.84052
"2263","21FLEECO_WQX-CRNEP_RSAE14397",26.63105,-81.89159
"2264","21FLEECO_WQX-CRNEP_RSAE14398",26.5177,-81.98924
"2265","21FLEECO_WQX-CRNEP_RSAE14400",26.5323413,-82.0085368
"2266","21FLEECO_WQX-CRNEP_RSAE14401",26.59992,-81.89782
"2267","21FLEECO_WQX-CRNEP_RSAE17219",26.53321,-81.97184
"2268","21FLEECO_WQX-CRNEP_RSAE17220",26.62958,-81.91292
"2269","21FLEECO_WQX-CRNEP_RSAE17221",26.55997,-81.933785
"2270","21FLEECO_WQX-CRNEP_RSAE17222",26.69078,-81.83172
"2271","21FLEECO_WQX-CRNEP_RSAE17224",26.52845,-82.00455
"2272","21FLEECO_WQX-CRNEP_RSAE21371",26.60257,-81.9055
"2273","21FLEECO_WQX-CRNEP_RSAE21372",26.62069,-81.91351
"2274","21FLEECO_WQX-CRNEP_RSAE21373",26.64911,-81.88289
"2275","21FLEECO_WQX-CRNEP_RSAE21375",26.63019,-81.89062
"2276","21FLEECO_WQX-CRNEP_RSAE21376",26.53333,-81.94315
"2277","21FLEECO_WQX-CRNEP_RSAE24303",26.51992,-82.01254
"2278","21FLEECO_WQX-CRNEP_RSAE24304",26.6455,-81.8867
"2279","21FLEECO_WQX-CRNEP_RSAE24306",26.53936,-81.96995
"2280","21FLEECO_WQX-CRNEP_RSAE24307",26.71154,-81.7688
"2281","21FLEECO_WQX-CRNEP_RSAE24308",26.54962,-81.9322
"2282","21FLEECO_WQX-CRNEP_RSAE29970",26.63364,-81.91128
"2283","21FLEECO_WQX-CRNEP_RSAE29971",26.69867,-81.81071
"2284","21FLEECO_WQX-CRNEP_RSAE29972",26.68347,-81.83251
"2285","21FLEECO_WQX-CRNEP_RSAE29973",26.53418,-81.94923
"2286","21FLEECO_WQX-CRNEP_RSAE29974",26.53036,-82.00249
"2287","21FLEECO_WQX-CRNEP_RSAE32709",26.53927,-81.99398
"2288","21FLEECO_WQX-CRNEP_RSAE32710",26.67189,-81.84063
"2289","21FLEECO_WQX-CRNEP_RSAE32711",26.66038,-81.86314
"2290","21FLEECO_WQX-CRNEP_RSAE32712",26.53402,-81.95643
"2291","21FLEECO_WQX-CRNEP_RSAE32714",26.60058,-81.89769
"2292","21FLEECO_WQX-CRNEP_RSAE39614",26.52526,-81.97178
"2293","21FLEECO_WQX-CRNEP_RSAE39615",26.69122,-81.82481
"2294","21FLEECO_WQX-CRNEP_RSAE39616",26.52688,-82.00072
"2295","21FLEECO_WQX-CRNEP_RSAE39617",26.67966,-81.8323
"2296","21FLEECO_WQX-CRNEP_RSAE39618",26.60447,-81.90313
"2297","21FLEECO_WQX-CRNEP_RSAE42778",26.64957,-81.86323
"2298","21FLEECO_WQX-CRNEP_RSAE42779",26.62613,-81.90359
"2299","21FLEECO_WQX-CRNEP_RSAE42780",26.53812,-81.97703
"2300","21FLEECO_WQX-CRNEP_RSAE42781",26.60186,-81.90606
"2301","21FLEECO_WQX-CRNEP_RSAE42782",26.57474,-81.90612
"2302","21FLEECO_WQX-CRNEP_RSAE45027",26.61045,-81.89253
"2303","21FLEECO_WQX-CRNEP_RSAE45028",26.67101,-81.85519
"2304","21FLEECO_WQX-CRNEP_RSAE45029",26.56618,-81.92142
"2305","21FLEECO_WQX-CRNEP_RSAE45030",26.68974,-81.79701
"2306","21FLEECO_WQX-CRNEP_RSAE45032",26.65369,-81.86333
"2307","21FLEECO_WQX-CRNEP_RSAE52062",26.52426,-81.96625
"2308","21FLEECO_WQX-CRNEP_RSAE52063",26.52626,-81.98659
"2309","21FLEECO_WQX-CRNEP_RSAE52064",26.58515,-81.90688
"2310","21FLEECO_WQX-CRNEP_RSAE52066",26.65693,-81.8624
"2311","21FLEECO_WQX-CRNEP_RSAE52067",26.5432,-81.97347
"2312","21FLEECO_WQX-CRNEP_RSAE60597",26.58751,-81.92439
"2313","21FLEECO_WQX-CRNEP_RSAE60598",26.67475,-81.84118
"2314","21FLEECO_WQX-CRNEP_RSAE60599",26.61462,-81.91135
"2315","21FLEECO_WQX-CRNEP_RSAE60600",26.53973,-81.93773
"2316","21FLEECO_WQX-CRNEP_RSAE60602",26.65822,-81.86958
"2317","21FLEECO_WQX-CRNEP_RSAE64790",26.51719,-82.01522
"2318","21FLEECO_WQX-CRNEP_RSAE64791",26.67044,-81.84435
"2319","21FLEECO_WQX-CRNEP_RSAE64792",26.57388,-81.91932
"2320","21FLEECO_WQX-CRNEP_RSAE64794",26.60512,-81.8982
"2321","21FLEECO_WQX-CRNEP_RSAE64796",26.69789,-81.80125
"2322","21FLEECO_WQX-CRNEP_RSAE68118",26.52545,-81.98427
"2323","21FLEECO_WQX-CRNEP_RSAE68120",26.6642,-81.86478
"2324","21FLEECO_WQX-CRNEP_RSAE68121",26.54433,-81.9713
"2325","21FLEECO_WQX-CRNEP_RSAE68122",26.61907,-81.89656
"2326","21FLEECO_WQX-CRNEP_RSAE68123",26.53545,-81.99946
"2327","21FLEECO_WQX-CRNEP_RSAE74188",26.68055,-81.84557
"2328","21FLEECO_WQX-CRNEP_RSAE74189",26.69907,-81.784
"2329","21FLEECO_WQX-CRNEP_RSAE74190",26.65435,-81.87554
"2330","21FLEECO_WQX-CRNEP_RSAE74191",26.53843,-81.96545
"2331","21FLEECO_WQX-CRNEP_RSAE74192",26.62768,-81.89945
"2332","21FLEECO_WQX-CRNEP_RSAE77336",26.69899,-81.80601
"2333","21FLEECO_WQX-CRNEP_RSAE77337",26.65674,-81.8778
"2334","21FLEECO_WQX-CRNEP_RSAE77338",26.61721,-81.89429
"2335","21FLEECO_WQX-CRNEP_RSAE77339",26.61729,-81.91093
"2336","21FLEECO_WQX-CRNEP_RSAE77340",26.55868,-81.93354
"2337","21FLEECO_WQX-CRNEP_RSAE80513",26.54758,-81.9429
"2338","21FLEECO_WQX-CRNEP_RSAE80514",26.6833,-81.84974
"2339","21FLEECO_WQX-CRNEP_RSAE80515",26.56476,-81.92272
"2340","21FLEECO_WQX-CRNEP_RSAE80516",26.56934,-81.91213
"2341","21FLEECO_WQX-CRNEP_RSAE80517",26.72136,-81.73457
"2342","21FLEECO_WQX-CRNEP_RSAE84017",26.6104427,-81.8958788
"2343","21FLEECO_WQX-CRNEP_RSAE84018",26.5247983,-81.9592628
"2344","21FLEECO_WQX-CRNEP_RSAE84019",26.5799745,-81.9239203
"2345","21FLEECO_WQX-CRNEP_RSAE84020",26.5285465,-81.9674945
"2346","21FLEECO_WQX-CRNEP_RSAE84022",26.668597,-81.8623612
"2347","21FLEECO_WQX-CRNEP_RSAE87119",26.60826,-81.90737
"2348","21FLEECO_WQX-CRNEP_RSAE87120",26.68425,-81.83015
"2349","21FLEECO_WQX-CRNEP_RSAE87121",26.5366,-81.9257
"2350","21FLEECO_WQX-CRNEP_RSAE87122",26.5668,-81.9154
"2351","21FLEECO_WQX-CRNEP_RSAE87123",26.59167,-81.91557
"2352","21FLEECO_WQX-CRNEP_RSAE89926",26.65535,-81.88387
"2353","21FLEECO_WQX-CRNEP_RSAE89928",26.531,-81.94702
"2354","21FLEECO_WQX-CRNEP_RSAE89929",26.68157,-81.83758
"2355","21FLEECO_WQX-CRNEP_RSAE89930",26.57496,-81.92856
"2356","21FLEECO_WQX-CRNEP_RSAE93248",26.719,-81.75871
"2357","21FLEECO_WQX-CRNEP_RSAE93249",26.67588,-81.85507
"2358","21FLEECO_WQX-CRNEP_RSAE93250",26.57931,-81.90199
"2359","21FLEECO_WQX-CRNEP_RSAE93251",26.53526,-81.99808
"2360","21FLEECO_WQX-CRNEP_RSAE93252",26.59253,-81.92596
"2361","21FLEECO_WQX-CRNEP_RSAE96346",26.59666,-81.9191
"2362","21FLEECO_WQX-CRNEP_RSAE96347",26.53122,-82.0127
"2363","21FLEECO_WQX-CRNEP_RSAE96348",26.55949,-81.92597
"2364","21FLEECO_WQX-CRNEP_RSAE96350",26.644462,-81.89323
"2365","21FLEECO_WQX-CRNEP_RSAE96351",26.62078,-81.90673
"2366","21FLEECO_WQX-CRNEP_RSBOTAD65237",26.64821,-81.88262
"2367","21FLEECO_WQX-CRNEP_RSBOTAD67224",26.52334,-81.97632
"2368","21FLEECO_WQX-CRNEP_RSBOTAD70189",26.53522,-81.94569
"2369","21FLEECO_WQX-CRNEP_RSBOTAD72667",26.52992,-81.97632
"2370","21FLEECO_WQX-CRNEP_RSBOTAE14402",26.59992,-81.89782
"2371","21FLEECO_WQX-CRNEP_RSBOTAE52065",26.58515,-81.90688
"2372","21FLEECO_WQX-CRNEP_RSBOTAE64793",26.57388,-81.91932
"2373","21FLEECO_WQX-CRNEP_RSBOTAE64795",26.60512,-81.8982
"2374","21FLEECO_WQX-CYPRESSGR",26.726014,-81.627003
"2375","21FLEECO_WQX-DEEPGR10",26.539153,-81.918514
"2376","21FLEECO_WQX-DEEPGR50",26.518467,-81.923533
"2377","21FLEECO_WQX-DEEPGR90",26.497913,-81.920118
"2378","21FLEECO_WQX-FICHTERSGR",26.72482,-81.66846
"2379","21FLEECO_WQX-GATRGR30",26.694161,-82.038869
"2380","21FLEECO_WQX-GATRGR91",26.744585,-81.855695
"2381","21FLEECO_WQX-HENDGR01",26.4875,-81.882222
"2382","21FLEECO_WQX-HENDGR02",26.513333,-81.879444
"2383","21FLEECO_WQX-HENDGR11A",26.52032,-81.86883
"2384","21FLEECO_WQX-HENDGR20",26.527671,-81.875002
"2385","21FLEECO_WQX-HENDGR30",26.521056,-81.883313
"2386","21FLEECO_WQX-IMPRGR01",26.336667,-81.833889
"2387","21FLEECO_WQX-IMPRGR30",26.338792,-81.804903
"2388","21FLEECO_WQX-IMPRGR41",26.338919,-81.78625
"2389","21FLEECO_WQX-IMPRGR51",26.343744,-81.777744
"2390","21FLEECO_WQX-IMPRGR70",26.3373459,-81.7517627
"2391","21FLEECO_WQX-IMPRGR80",26.335801,-81.749403
"2392","21FLEECO_WQX-IMPRGR90",26.451321,-81.691111
"2393","21FLEECO_WQX-MULLGR01",26.464722,-81.865833
"2394","21FLEECO_WQX-MULLGR02",26.470556,-81.855833
"2395","21FLEECO_WQX-POWLGR20",26.683132,-81.877392
"2396","21FLEECO_WQX-SPANISHGR",26.725789,-81.599142
"2397","21FLEECO_WQX-SPRIGR01",26.38,-81.84
"2398","21FLEECO_WQX-SPRIGR02",26.37,-81.83
"2399","21FLEECO_WQX-WHISGR18",26.556327,-81.896108
"2400","21FLEECO_WQX-YFC-CI",26.681003,-81.904339
"2401","21FLESPI_WQX-CB 004",30.3868,-82.8775
"2402","21FLESPI_WQX-CB BI",30.37,-82.8864
"2403","21FLESPI_WQX-HC CW",30.4801,-82.722
"2404","21FLESPI_WQX-HC STILL",30.4826,-82.7171
"2405","21FLESPI_WQX-HC WP",30.4853,-82.7131
"2406","21FLESPI_WQX-RO 003A",30.4292,-82.6848
"2407","21FLESPI_WQX-RO 182",30.442,-82.6708
"2408","21FLESPI_WQX-SC 001",30.3767,-82.7992
"2409","21FLESPI_WQX-SC 41",30.3706,-82.8
"2410","21FLESPI_WQX-SC 41 SCI",30.3718,-82.8
"2411","21FLESPI_WQX-SC CR 25A",30.3516,-82.8173
"2412","21FLESPI_WQX-SC IW SCI",30.3833,-82.7969
"2413","21FLESPI_WQX-SR 129",30.3949,-82.9336
"2414","21FLESPI_WQX-SR DS SC",30.3458,-82.8286
"2415","21FLESPI_WQX-SR US SC",30.3447,-82.8268
"2416","21FLFSI_WQX-COW CREEK AT CR 138",29.856025,-82.756675
"2417","21FLFSI_WQX-O'LENO STATE PARK",29.9146227,-82.5796017
"2418","21FLFSI_WQX-OLUSTEE CREEK",29.9413,-82.52971
"2419","21FLFSI_WQX-SFR ABOVE ICH",29.93557,-82.7912
"2420","21FLFSI_WQX-SFR AT 39TH AVE",29.88906,-82.87858
"2421","21FLFSI_WQX-SFR AT I-75",29.92771,-82.55683
"2422","21FLFSI_WQX-SFR AT SR 47",29.8648279,-82.7403961
"2423","21FLFSI_WQX-SFR AT US 129",29.91169,-82.86016
"2424","21FLFSI_WQX-SFR AT US 27",29.84387,-82.63069
"2425","21FLFSI_WQX-SFR AT US-441 BRIDGE",29.8521325,-82.6113785
"2426","21FLFSI_WQX-SFR AT WORTHINGTON SPRING",29.9220355,-82.4266143
"2427","21FLFSI_WQX-SFR BELOW OLUSTEE CREEK",29.94043,-82.53019
"2428","21FLFTM_WQX-25010009",26.88472,-81.978659
"2429","21FLFTM_WQX-25010011",26.895012,-81.975045
"2430","21FLFTM_WQX-25020432",26.9758333,-81.9455556
"2431","21FLFTM_WQX-25020434",27.00873,-81.76049
"2432","21FLFTM_WQX-25020435",27.05177,-81.78437
"2433","21FLFTM_WQX-25020548",27.47028,-81.553887
"2434","21FLFTM_WQX-25020550",27.1086,-81.827422
"2435","21FLFTM_WQX-25020555FTM",26.96445,-81.760825
"2436","21FLFTM_WQX-25020578FTM",27.08057,-82.012776
"2437","21FLFTM_WQX-25020644FTM",27.0077778,-81.7655556
"2438","21FLFTM_WQX-26010029",27.516742,-81.358764
"2439","21FLFTM_WQX-26010519",27.48928,-81.307138
"2440","21FLFTM_WQX-26010583",27.0661111,-80.9786111
"2441","21FLFTM_WQX-26010710FTM",27.3346667,-81.3538333
"2442","21FLFTM_WQX-26010712FTM",27.30346,-81.347314
"2443","21FLFTM_WQX-26010754FTM",26.93675,-81.3232222
"2444","21FLFTM_WQX-27192228228518",27.3226,-82.48077
"2445","21FLFTM_WQX-28020238",26.755983,-81.53415
"2446","21FLFTM_WQX-28020241",26.72028,-81.516674
"2447","21FLFTM_WQX-28020251FTM",26.71364,-81.51805
"2448","21FLFTM_WQX-28020268FTM",26.7689,-81.458616
"2449","21FLFTM_WQX-CALUSA0011FTM",26.64162,-81.8829444
"2450","21FLFTM_WQX-CALUSA0012FTM",26.53837,-81.945221
"2451","21FLFTM_WQX-CALUSA0013FTM",26.52389,-82.0044444
"2452","21FLFTM_WQX-CALUSA0014FTM",26.52901,-82.017728
"2453","21FLFTM_WQX-CALUSA0024FTM",26.73005,-81.701737
"2454","21FLFTM_WQX-CALUSA0039FTM",26.71336,-81.81956
"2455","21FLFTM_WQX-CALUSA0051FTM",26.75602,-81.39836
"2456","21FLFTM_WQX-CALUSA0054FTM",26.69287,-81.767368
"2457","21FLFTM_WQX-CALUSA0056FTM",26.87579,-81.71741
"2458","21FLFTM_WQX-CALUSA0057FTM",26.86275,-81.712357
"2459","21FLFTM_WQX-FISHCR0007FTM",26.99977,-81.06913
"2460","21FLFTM_WQX-FISSCR0012FTM",27.09952,-81.48847
"2461","21FLFTM_WQX-FISSCR0014FTM",27.09954,-81.43976
"2462","21FLFTM_WQX-FISSCR0016FTM",26.96574,-81.13668
"2463","21FLFTM_WQX-FISSCR0021FTM",27.03011,-81.00229
"2464","21FLFTM_WQX-FISSCR0025FTM",26.97924,-81.09324
"2465","21FLFTM_WQX-FISSCR0026FTM",27.12836,-81.48041
"2466","21FLFTM_WQX-G1SD0050",26.33255,-81.77103
"2467","21FLFTM_WQX-G1SD0061",26.476455,-81.555105
"2468","21FLFTM_WQX-G1SD0063",26.33586,-81.74936
"2469","21FLFTM_WQX-G1SD0069",26.3383596,-81.8089897
"2470","21FLFTM_WQX-G1SD0070",26.627447,-81.88004
"2471","21FLFTM_WQX-G1SD0076",26.433841,-80.946973
"2472","21FLFTM_WQX-G2SD0016",26.84379,-82.021449
"2473","21FLFTM_WQX-G2SD0025",27.05762,-82.41292
"2474","21FLFTM_WQX-G2SD0026",27.05836,-82.39513
"2475","21FLFTM_WQX-G2SD0030",26.81497,-81.99251
"2476","21FLFTM_WQX-G2SD0032",26.89484,-81.975132
"2477","21FLFTM_WQX-G2SD0033",26.884536,-81.978522
"2478","21FLFTM_WQX-G2SD0034",26.71013,-81.99017
"2479","21FLFTM_WQX-G2SD0037",26.802825,-82.033597
"2480","21FLFTM_WQX-G2SD0039",26.848507,-82.271915
"2481","21FLFTM_WQX-G3SD0011",27.15788,-81.861998
"2482","21FLFTM_WQX-G3SD0055",26.604238,-81.878745
"2483","21FLFTM_WQX-G3SD0057",27.33485,-82.311577
"2484","21FLFTM_WQX-G3SD0067",26.99063,-81.89462
"2485","21FLFTM_WQX-G3SD0074",26.682001,-81.910914
"2486","21FLFTM_WQX-G3SD0076",26.948429,-82.007693
"2487","21FLFTM_WQX-G3SD0078",26.626159,-81.86812
"2488","21FLFTM_WQX-G3SD0079",26.715808,-81.808628
"2489","21FLFTM_WQX-G3SD0083",27.26092,-81.98134
"2490","21FLFTM_WQX-G3SD0084",26.725993,-81.62705
"2491","21FLFTM_WQX-G3SD0085",26.8275828,-81.4889911
"2492","21FLFTM_WQX-G3SD0087",26.83397,-81.13914
"2493","21FLFTM_WQX-G3SD0088",26.75328,-81.11322
